"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L";"Category";"Restricted-Category";"Summary";"Language"
"051513290X";"Summer of Storms";"Judith Kelman";"2002";"Jove Books";"http://images.amazon.com/images/P/051513290X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/051513290X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/051513290X.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Thirty years after the murder of her sister, photojournalist Anna
Jamieson returns to New York City, the scene of the unsolved crime,
and finds herself on a collision course with her terrifying memories
and with a fiendishly clever killer.";"en"
"0553580388";"The Patient";"Michael Palmer";"2001";"Bantam Books";"http://images.amazon.com/images/P/0553580388.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553580388.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553580388.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Blackmailed by a master assassin to agree to perform life-saving
surgery on the killer, famous neurosurgeon Jesse Copeland struggles
with the choice between saving a terrorist&#39;s life or the lives of
those he threatens. Reprint.";"en"
"0590598848";"Demona's Revenge (Gargoyles, No. 2)";"Francine Hughes";"1995";"Scholastic";"http://images.amazon.com/images/P/0590598848.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0590598848.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0590598848.01.LZZZZZZZ.jpg";"['Gargoyles (Fictitious characters)']";"['Miscellaneous 10']";"A vengeful Gargoyle tries to destroy the clan&#39;s only human friend,
Elisa, a night-shift detective for the New York Police Department.
8-page color insert.";"en"
"0590629719";"Clifford's Sports Day";"Norman Bridwell";"1996";"Scholastic";"http://images.amazon.com/images/P/0590629719.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0590629719.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0590629719.01.LZZZZZZZ.jpg";"";"['Miscellaneous 1']";"";""
"0671023616";"Postmortem (Kay Scarpetta Mysteries (Paperback))";"Patricia Cornwell";"1998";"Pocket";"http://images.amazon.com/images/P/0671023616.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671023616.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671023616.01.LZZZZZZZ.jpg";"";"['Miscellaneous 2']";"";""
"0671027387";"Deception Point";"Dan Brown";"2002";"Pocket";"http://images.amazon.com/images/P/0671027387.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671027387.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671027387.01.LZZZZZZZ.jpg";"";"['Miscellaneous 3']";"";""
"0684848783";"Tis : A Memoir";"Frank McCourt";"1999";"Scribner";"http://images.amazon.com/images/P/0684848783.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684848783.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg";"['Biography & Autobiography']";"['Biography & Autobiography']";"And now we have &#39;Tis, the story of Frank&#39;s American journey
from impoverished immigrant to brilliant teacher and raconteur. Frank
lands in New York at age nineteen, in the company of a priest he meets
on the boat.";"en"
"0743486226";"Angels & Demons";"Dan Brown";"2003";"Atria";"http://images.amazon.com/images/P/0743486226.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743486226.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743486226.01.LZZZZZZZ.jpg";"";"['Miscellaneous 7']";"";""
"0786863986";"A Monk Swimming";"Malachy McCourt";"1998";"Hyperion";"http://images.amazon.com/images/P/0786863986.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786863986.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786863986.01.LZZZZZZZ.jpg";"['Biography & Autobiography']";"['Biography & Autobiography']";"This book covers the decade 1952-63, when Malachy roistered across the
U.S., Europe, and Asia, but spent most of his time in New York City.";"en"
"0803251718";"Crazy Horse";"Mari Sandoz";"1961";"University of Nebraska Press";"http://images.amazon.com/images/P/0803251718.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0803251718.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0803251718.01.LZZZZZZZ.jpg";"['Oglala Indians']";"['Miscellaneous 9']";"But it was Mari Sandoz, born not far from where Crazy Horse was born
and author of nearly two dozen books of western history, biography and
fiction, who first told the true story of the military leader of the
Oglala Sioux.";"en"
"0804117934";"The Silent Cry (William Monk Novels (Paperback))";"Anne Perry";"1998";"Ivy Books";"http://images.amazon.com/images/P/0804117934.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0804117934.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0804117934.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Victorian-era criminal investigator William Monk wonders if a
respected solicitor general found dead in a London slum or his barely
living son could be responsible for a series of rapes and beatings of
local prostitutes. Reprint.";"en"
"140003180X";"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency)";"ALEXANDER MCCALL SMITH";"2004";"Anchor";"http://images.amazon.com/images/P/140003180X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/140003180X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/140003180X.01.LZZZZZZZ.jpg";"";"['Miscellaneous 1']";"";""
"155874262X";"Chicken Soup for the Soul (Chicken Soup for the Soul)";"Jack Canfield";"1993";"Health Communications";"http://images.amazon.com/images/P/155874262X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/155874262X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/155874262X.01.LZZZZZZZ.jpg";"['Self-Help']";"['Self-Help']";"Features inspirational stories offering words of wisdom, hope, and
empowerment";"en"
"0060987103";"Wicked: The Life and Times of the Wicked Witch of the West";"Gregory Maguire";"1996";"Regan Books";"http://images.amazon.com/images/P/0060987103.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060987103.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"When Dorothy triumphed over the Wicked Witch of the West in L. Frank
Baum&#39;s classic tale, we heard only her side of the story. But what
about her arch-nemesis, the mysterious witch? Where did she come from?
How did she become so wicked?";"en"
"0151008116";"Life of Pi";"Yann Martel";"2002";"Harcourt";"http://images.amazon.com/images/P/0151008116.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0151008116.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0151008116.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"After the sinking of a cargo ship, a solitary lifeboat remains bobbing
on the wild blue Pacific.";"en"
"0375704965";"A Judgement in Stone";"Ruth Rendell";"2000";"Vintage Books USA";"http://images.amazon.com/images/P/0375704965.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375704965.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375704965.01.LZZZZZZZ.jpg";"";"['Miscellaneous 5']";"";""
"0525947647";"Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right";"Al Franken";"2003";"Dutton Books";"http://images.amazon.com/images/P/0525947647.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0525947647.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0525947647.01.LZZZZZZZ.jpg";"['Humor']";"['Humor']";"Offers a whimsical critique of the Right, exposing their deceptive
practices, challenging conceptions about the media&#39;s liberal bias,
and identifying inconsistencies in the Bush administration.";"en"
"0804111359";"Secret History";"DONNA TARTT";"1993";"Ballantine Books";"http://images.amazon.com/images/P/0804111359.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0804111359.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Richard Papen, a relatively impoverished student at a New England
college, falls in with an exclusive clique of rich, worldly Greek
scholars and soon learns the dreadful secret that keeps them together.
Reissue.";"en"
"1558744150";"Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper))";"Jack Canfield";"1996";"Health Communications";"http://images.amazon.com/images/P/1558744150.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1558744150.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1558744150.01.LZZZZZZZ.jpg";"";"['Miscellaneous 8']";"";""
"0435272683";"Great Expectations (Heinemann Guided Readers)";"John Milne";"1995";"Delta Systems";"http://images.amazon.com/images/P/0435272683.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0435272683.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0435272683.01.LZZZZZZZ.jpg";"['England']";"['England']";"This is an Upper Level story in a series of ELT readers comprising a
wide range of titles - some original and some simplified - from modern
and classic novels, and designed to appeal to all age-groups, tastes
and cultures.";"en"
"0316782505";"The Weight of Water";"Anita Shreve";"2001";"Little, Brown";"http://images.amazon.com/images/P/0316782505.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316782505.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316782505.01.LZZZZZZZ.jpg";"";"['Miscellaneous 9']";"";""
"006102063X";"Moving Pictures (Discworld Novels (Paperback))";"Terry Pratchett";"2002";"HarperTorch";"http://images.amazon.com/images/P/006102063X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/006102063X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/006102063X.01.LZZZZZZZ.jpg";"";"['Miscellaneous 10']";"";""
"0060013117";"Night Watch";"Terry Pratchett";"2002";"HarperCollins";"http://images.amazon.com/images/P/0060013117.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060013117.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060013117.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"He must track down a brutal murderer. He must find his younger self
and teach him everything he knows. He must whip the cowardly, despised
Night Watch into a crack fighting force -- fast. Because Sam Vimes
knows what&#39;s going to happen.";"en"
"0060199563";"Thief of Time";"Terry Pratchett";"2001";"HarperCollins Publishers";"http://images.amazon.com/images/P/0060199563.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060199563.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060199563.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"So don&#39;t put off till tomorrow what you could do today. Read Thief
of Time. Right this minute. Because tomorrow may not come. (You&#39;ll
have to read the book to find out why. This is a Terry Pratchett
novel, after all.) Tick .";"en"
"006052779X";"Charlotte's Web Book and Charm (Charming Classics)";"E. B. White";"2003";"HarperFestival";"http://images.amazon.com/images/P/006052779X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/006052779X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/006052779X.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"Some Pig These are the words in Charlotte&#39;s web, high in the barn.";"en"
"0060563079";"Peter Pan: The Original Story (Peter Pan)";"J. M. Barrie";"2003";"HarperFestival";"http://images.amazon.com/images/P/0060563079.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060563079.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060563079.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"The adventures of the three Darling children in Never-Never Land with
Peter Pan, the boy who would not grow up.";"en"
"0060809027";"My Friend Flicka";"Mary O'Hara";"1988";"Perennial";"http://images.amazon.com/images/P/0060809027.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060809027.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060809027.01.LZZZZZZZ.jpg";"";"['Miscellaneous 8']";"";""
"0061040967";"The Last Hero : A Discworld Fable (Discworld Novels (Hardcover))";"Terry Pratchett";"2001";"HarperCollins";"http://images.amazon.com/images/P/0061040967.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061040967.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061040967.01.LZZZZZZZ.jpg";"";"['Miscellaneous 6']";"";""
"0061050474";"Jingo: A Discworld Novel (Discworld Series/Terry Pratchett)";"Terry Pratchett";"1998";"HarperPrism";"http://images.amazon.com/images/P/0061050474.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061050474.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061050474.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Maybe it&#39;s in his boat tat travels under water--Leonard calls it a
&quot;Going Under-The-Water-Safely Device&quot;, or &quot;metal
sinking fish thing&quot; for short. (Just because he&#39;s an inventor
doesn&#39;t mean he&#39;s good at naming stuff.) But this is carrying
...";"en"
"0061052515";"Maskerade: A Novel of Discworld (Pratchett, Terry. Discworld Series (New York, N.Y.).)";"Terry Pratchett";"1997";"HarperPrism";"http://images.amazon.com/images/P/0061052515.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061052515.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061052515.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"It&#39;s true, there&#39;s a ghost in the Opera House of Ankh Morpork.";"en"
"0061052523";"Interesting Times: A Novel of Discworld";"Terry Pratchett";"1997";"Harpercollins";"http://images.amazon.com/images/P/0061052523.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061052523.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061052523.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"&quot; -- Ancient Curse Another outrageously clever installment in the
Discworld files, &quot;Interesting Times&quot; reminds the world why
Terry Pratchett is considered the best fantasy and humor writer in the
English speaking world.";"en"
"0064472264";"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson";"Louise Rennison";"2002";"HarperTempest";"http://images.amazon.com/images/P/0064472264.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0064472264.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0064472264.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"Georgia Nicolson has started dating the Sex God (aka Robbie).";"en"
"0140620664";"Mansfield Park (Penguin Popular Classics)";"Jane Austen";"1994";"Penguin Books Ltd";"http://images.amazon.com/images/P/0140620664.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140620664.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140620664.01.LZZZZZZZ.jpg";"";"['Miscellaneous 1']";"";""
"0312148267";"The Wind in the Willows";"Kenneth Grahame";"1996";"St. Martin's Press";"http://images.amazon.com/images/P/0312148267.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312148267.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312148267.01.LZZZZZZZ.jpg";"";"['Miscellaneous 10']";"";""
"0312156960";"The Winter King: A Novel of Arthur (The Warlord Chronicles: I)";"Bernard Cornwell";"1997";"St. Martin's Griffin";"http://images.amazon.com/images/P/0312156960.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312156960.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312156960.01.LZZZZZZZ.jpg";"";"['Miscellaneous 2']";"";""
"0312890044";"Moonheart (Newford)";"Charles de Lint";"1994";"Orb Books";"http://images.amazon.com/images/P/0312890044.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312890044.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312890044.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Sara Kendall and Kieran Foy become trapped in the midst of the eternal
battle between good and evil, in a tale of magic and romance that
moves from ancient Wales to modern Canada";"en"
"034543191X";"The King of Elfland's Daughter (Del Rey Impact)";"Edward John Moreton Drax Plunkett Dunsany";"1999";"Del Rey Books";"http://images.amazon.com/images/P/034543191X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/034543191X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/034543191X.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"A young prince ventures into a mysterious forest in search of the land
of Faerie and of a princess bride, in one of the landmarks of modern
fantasy fiction quot;happily ever after.&quot;";"en"
"0373836023";"Powder and Patch";"Georgette Heyer";"2004";"Harlequin";"http://images.amazon.com/images/P/0373836023.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373836023.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373836023.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"When Cleone Charteris returns from finishing school, she is determined
to find a sophisticated, aristocratic husband, but her childhood
friend, Philip Jettan, has other plans for the lovely lady as he
launches an amorous campaign to win her ...";"en"
"0375751513";"The Picture of Dorian Gray (Modern Library (Paperback))";"OSCAR WILDE";"1998";"Modern Library";"http://images.amazon.com/images/P/0375751513.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375751513.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375751513.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"The handsome appearance of dissolute young Dorian Gray remains
unchanged while the features in his portrait become distorted as his
degeneration progresses";"en"
"0375801677";"The Iron Giant";"Ted Hughes";"1999";"Knopf Books for Young Readers";"http://images.amazon.com/images/P/0375801677.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375801677.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375801677.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"The fearsome iron giant becomes a hero when he challenges a huge space
monster.";"en"
"0375814248";"James and the Giant Peach";"ROALD DAHL";"2002";"Knopf Books for Young Readers";"http://images.amazon.com/images/P/0375814248.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375814248.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375814248.01.LZZZZZZZ.jpg";"";"['Miscellaneous 4']";"";""
"0375823352";"The Amber Spyglass (His Dark Materials, Book 3)";"PHILIP PULLMAN";"2002";"Knopf Books for Young Readers";"http://images.amazon.com/images/P/0375823352.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375823352.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375823352.01.LZZZZZZZ.jpg";"";"['Miscellaneous 5']";"";""
"037582345X";"The Golden Compass (His Dark Materials, Book 1)";"PHILIP PULLMAN";"2002";"Knopf Books for Young Readers";"http://images.amazon.com/images/P/037582345X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/037582345X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/037582345X.01.LZZZZZZZ.jpg";"";"['Miscellaneous 6']";"";""
"0375823468";"The Subtle Knife (His Dark Materials, Book 2)";"PHILIP PULLMAN";"2002";"Knopf Books for Young Readers";"http://images.amazon.com/images/P/0375823468.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375823468.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375823468.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"As the boundaries between worlds begin to dissolve, Lyra and her
daemon help Will Parry in his search for his father and for a
powerful, magical knife.";"en"
"0380730448";"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole";"Sue Townsend";"1997";"Perennial";"http://images.amazon.com/images/P/0380730448.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380730448.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380730448.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Shares the observations of Adrian Mole, a thirteen-year-old budding
intellectual beset with worries about his complexion, his untried
sexuality, and his parents&#39;s unsteady marriage";"en"
"0380973839";"Martian Chronicles";"Ray Bradbury";"1997";"William Morrow";"http://images.amazon.com/images/P/0380973839.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380973839.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380973839.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"In a much celebrated literary career that has spanned six decades, he
has produced an astonishing body of work: unforgettable novels,
including Fahrenheit 451 and Something Wicked This Way Comes; essays,
theatrical works, screenplays and ...";"en"
"0385327773";"The Great God Pan";"Donna Jo Napoli";"2003";"Wendy Lamb Books";"http://images.amazon.com/images/P/0385327773.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385327773.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385327773.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"The author of The Magic Circle offers a romantic and mythological tale
about the good-spirited goat and god Pan and his intense love for a
human, Princess Iphigenia.";"en"
"0394586239";"Possession: A Romance";"A. S. Byatt";"1990";"Random House Inc";"http://images.amazon.com/images/P/0394586239.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0394586239.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0394586239.01.LZZZZZZZ.jpg";"";"['Miscellaneous 4']";"";""
"0439510112";"Born Confused";"Tanuja Desai Hidier";"2003";"Push";"http://images.amazon.com/images/P/0439510112.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0439510112.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0439510112.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"Seventeen-year-old Dimple, whose family is from India, discovers that
she is not Indian enough for the Indians and not American enough for
the Americans, as she sees her hypnotically beautiful, manipulative
best friend taking possession of ...";"en"
"0440241413";"Confessions of a Shopaholic";"SOPHIE KINSELLA";"2003";"Dell";"http://images.amazon.com/images/P/0440241413.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440241413.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Financial journalist Rebecca Bloomwood seeks solace from the boredom
and pressures in life with her shopping, a solution that brings her
close to financial disaster, until she encounters a story that will
change her life.";"en"
"0451409256";"Making Minty Malone";"Isabel Wolff";"2000";"Onyx Books";"http://images.amazon.com/images/P/0451409256.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451409256.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451409256.01.LZZZZZZZ.jpg";"";"['Miscellaneous 9']";"";""
"0451523415";"Little Women (Signet Classic)";"Louisa May Alcott";"1988";"Signet Classics";"http://images.amazon.com/images/P/0451523415.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451523415.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451523415.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"Jo, Beth, Meg, Amy and their mother endure the hardships of poverty
while the girls&#39; father is away fighting in the Civil War";"en"
"0451526279";"Emma (Signet Classics (Paperback))";"Jane Austen";"1996";"Signet Classics";"http://images.amazon.com/images/P/0451526279.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451526279.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451526279.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"A timeless coming-of-age story follows the adventures of the self-
assured and accomplished Emma, a twenty-one-year-old girl of privilege
who believes she is immune to romance and has several chaotic and
often humorous experiences. Reissue.";"en"
"0451526341";"Animal Farm";"George Orwell";"2004";"Signet";"http://images.amazon.com/images/P/0451526341.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451526341.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"A satire on totalitarianism in which farm animals overthrow their
human owner and set up their own government";"en"
"0486415864";"Great Expectations (Dover Thrift Editions)";"Charles Dickens";"2001";"Dover Publications";"http://images.amazon.com/images/P/0486415864.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486415864.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486415864.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"In this unflaggingly suspenseful story of aspirations and moral
redemption, humble, orphaned Pip, a ward of his short-tempered older
sister and her husband, Joe, is apprenticed to the dirty work of the
forge but dares to dream of becoming a ...";"en"
"0553280589";"Eva Luna";"Isabel Allende";"1989";"Bantam Books";"http://images.amazon.com/images/P/0553280589.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553280589.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553280589.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"A servant woman relates the tale of her life and of the landowners,
emigres, urchins, guerrilla leaders, entertainers, eccentrics, and
refugees who instruct and transform her";"en"
"0670035262";"The Green Man : Tales from the Mythic Forest";"Ellen Datlow";"2002";"Viking Juvenile";"http://images.amazon.com/images/P/0670035262.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0670035262.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0670035262.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"A collection of stories and poems by a variety of authors relating to
the Green Man and other myths of the forest.";"en"
"0679423079";"Nicholas Nickleby (Everyman's Library)";"Charles Dickens";"1993";"Alfred A. Knopf";"http://images.amazon.com/images/P/0679423079.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679423079.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679423079.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"A satire on England&#39;s educational system tells of the harsh
schoolmasters and the boys who are at their mercy.";"en"
"0679751343";"Angels & Insects : Two Novellas";"A.S. BYATT";"1994";"Vintage";"http://images.amazon.com/images/P/0679751343.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679751343.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679751343.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Presents two novellas--&quot;The Conjugal Angel,&quot; which reveals
human preoccupation with God and life after death, and &quot;Morpho
Eugenia,&quot; a gothic fable about Victorian obsessions with
Darwinism and sexuality";"en"
"0684833395";"Catch 22";"Joseph Heller";"1996";"Simon & Schuster";"http://images.amazon.com/images/P/0684833395.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684833395.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684833395.01.LZZZZZZZ.jpg";"";"['Miscellaneous 8']";"";""
"0743245024";"The Forsyte Saga : The Man of Property and In Chancery";"John Galsworthy";"2002";"Touchstone";"http://images.amazon.com/images/P/0743245024.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743245024.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743245024.01.LZZZZZZZ.jpg";"";"['Miscellaneous 2']";"";""
"0749748001";"The Enchanted Wood";"Enid Blyton";"2002";"Egmont Childrens Books";"http://images.amazon.com/images/P/0749748001.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0749748001.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0749748001.01.LZZZZZZZ.jpg";"";"['Miscellaneous 3']";"";""
"0749748028";"The Folk of the Faraway Tree";"Enid Blyton";"2002";"Egmont Childrens Books";"http://images.amazon.com/images/P/0749748028.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0749748028.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0749748028.01.LZZZZZZZ.jpg";"";"['Miscellaneous 4']";"";""
